IRS-Number,Spray Date,SOP Code,County,Sub-county,Ward,Sub-location,Village,Sprayed,Re-visit,Reason for No Spray,Not sprayed: Female Children < 5 years,Not sprayed: Male Children < 5 years,Sprayed: Female Children < 5 years,Sprayed: Male Children < 5 years,Institution Name,Female Children <5 years sleeping under nets,Male Children <5 years sleeping under nets,Nets owned,Not sprayed: Female,Not sprayed: Male,Not sprayed: Pregnant women,Number Mixed,Pregnant women sleeping under nets,Rooms found,Rooms sprayed,Number Sleeping under nets,Sprayed: Female,Sprayed: Male,Sprayed: Pregnant women,Nets in use (Details),Children <5 years sleeping under nets
289644,04/12/2023,2061406,Homa Bay County,Rachuonyo South Sub-County,East Kamagak Ward,Kachieng B Sub-location,Komuoso C Village,1,,,0,0,0,0,,,,3,,,,0,0,7,4,4,3,1,0,3,0
94265,03/06/2023,1060796,Migory County,Suna West Sub-County,Wasimbete Ward,Nyamaraga Sub-location,Ngochone Village,1,,,,,1,1,,,,2,,,,0,0,3,3,5,3,2,0,2,2
234202,04/12/2023,2041042,Homa Bay County,Rachuonyo East Sub-County,Kabondo East Ward,Kodhoch East Sub-location,Kasala B Village,1,,,0,0,0,0,,,,2,,,,0,0,3,3,3,2,4,0,2,0
311869,04/12/2023,2071513,Homa Bay County,Rangwe Sub-County,Kagan Ward,South Kagan Sub-location,Kochieng Village (South Kagan Sub-location),1,,,0,0,0,1,,,,2,,,,0,0,2,2,3,2,2,0,2,1
23930,3/17/2023,1020420,Migory County,Awendo Sub-County,West Sakwa Ward,South Kanyamgony Sub-location,Got Lee Village (South Kanyamgony Sub-location),1,,,,,0,0,,,,2,,,,0,0,4,4,5,2,3,0,2,0
117199,03/06/2023,1070979,Migory County,Uriri Sub-County,East Kanyamkago Ward,Thimjope Sub-location,Pith Nyadundo B Village,1,,,,,0,1,,,,1,,,,0,0,2,2,3,1,2,0,1,1
147108,03/06/2023,1070884,Migory County,Uriri Sub-County,West Kanyamkago Ward,Upper Kajulu 1 Sub-location,Nyabinga II Village(Upper Kajulu 1 Sub-location),1,,,,,0,0,,,,1,,,,1,0,2,2,2,2,1,0,1,0
64062,3/17/2023,1050702,Migory County,Suna East Sub-County,God Jope Ward,Osingo North Sub-location,Alara Village (Osingo North Sub-location),1,,,,,0,1,,,,1,,,,0,0,2,2,2,3,1,0,1,1
126929,3/17/2023,1070938,Migory County,Uriri Sub-County,North Kanyamkago Ward,Kamgundho II Sub-location,Kasam Otieno B Village,1,,,,,0,0,,,,1,,,,1,0,3,3,2,1,1,0,1,0
336260,04/12/2023,2091605,Homa Bay County,Suba South Sub-County,Ruma Kaksingiri East Ward,Nyadenda Sub-location,Kingenyo Village (Nyadenda Sub-location),1,,,0,0,2,0,,,,0,,,,0,,2,2,,6,0,1,0,
6331,03/06/2023,1020330,Migory County,Awendo Sub-County,North Sakwa Ward,East Kakmasia Sub-location,Kibabu Village,1,,,,,2,0,,,,2,,,,0,0,2,2,5,4,1,0,2,2
310857,04/12/2023,2071500,Homa Bay County,Rangwe Sub-County,East Gem Ward,Koyolo Sub-location,Nyandoto Village (Koyolo Sub-location),1,,,0,0,0,0,,,,1,,,,1,0,2,2,1,0,1,0,1,0
23972,3/17/2023,1020409,Migory County,Awendo Sub-County,West Sakwa Ward,Wanga Sub-location,Kombasa Kawuor Village,1,,,,,0,0,,,,0,,,,0,,2,2,,2,2,0,0,
3955,3/17/2023,1020305,Migory County,Awendo Sub-County,Central Sakwa Ward,Kanyagwala Sub-location,Kindu B Village,1,,,,,1,1,,,,2,,,,0,0,3,2,4,2,2,0,2,2
382435,04/12/2023,2030800,Homa Bay County,Ndhiwa Sub-County,Kologi Ward,Kachola Sub-location,Kochieng Village (Kachola Sub-location),1,,,0,0,1,0,,,,1,,,,1,0,4,4,3,2,1,0,1,1
97046,3/17/2023,1060794,Migory County,Suna West Sub-County,Wasimbete Ward,Giribe Sub-location,Lwala A Village (Giribe Sub-location),1,,,,,2,0,,,,0,,,,0,,3,3,,3,2,0,0,
160851,04/12/2023,2020660,Homa Bay County,Homabay Township Sub-County,Homabay East Ward,Komolo Sub-location,Dissi Village,1,,,0,0,0,0,,,,1,,,,1,0,3,3,2,3,2,0,1,0
142793,3/17/2023,1070873,Migory County,Uriri Sub-County,West Kanyamkago Ward,Kajulu 1B Sub-location,Kodero Village (Kajulu 1b Sub-location),1,,,,,0,0,,,,1,,,,0,0,2,2,2,0,2,0,1,0
370169,04/12/2023,2030951,Homa Bay County,Ndhiwa Sub-County,South Kabuoch Ward,Kobita  Sub-location,Gheto Village,1,,,0,0,2,0,,,,2,,,,1,1,2,2,4,3,1,1,2,2
535,3/17/2023,1020298,Migory County,Awendo Sub-County,Central Sakwa Ward,Kombok North  Sub-location,Ombo Bita Village,1,,,,,2,1,,,,0,,,,0,,4,4,,2,3,0,0,
306075,04/12/2023,2061341,Homa Bay County,Rachuonyo South Sub-County,West Kasipul Ward,Kamiyawa B Sub-location,Kalanding A Village,0,,5. Missed spray appointment,0,1,,,,,,1,0,2,0,0,0,1,,2,,,,1,1
274326,04/12/2023,2051156,Homa Bay County,Rachuonyo North Sub-County,Karachuonyo West Ward,Kowuor Sub-location,Koloo A Village,1,,,0,0,0,0,,,,0,,,,0,,1,1,,0,1,0,0,
298088,04/12/2023,2061321,Homa Bay County,Rachuonyo South Sub-County,South Kasipul Ward,Kotieno Kochich Sub-location,Kanyabunde Village,1,,,0,0,0,0,,,,1,,,,0,1,4,4,2,3,3,1,1,0
234197,04/12/2023,2041041,Homa Bay County,Rachuonyo East Sub-County,Kabondo East Ward,Kodhoch East Sub-location,Kasala B Village,1,,,0,0,0,0,,,,2,,,,1,0,3,3,5,2,3,0,2,0
160980,04/12/2023,2020670,Homa Bay County,Homabay Township Sub-County,Homabay East Ward,Komolo Sub-location,Dissi Village,1,,,0,0,1,0,,,,2,,,,0,0,3,2,3,1,3,0,2,1
111411,03/06/2023,1070996,Migory County,Uriri Sub-County,Central Kanyamkago Ward,East Kawere Rateng Sub-location,Nyasaoro Village (East Kawere Rateng' Sub-location),1,,,,,1,1,,,,2,,,,0,0,3,3,4,2,2,0,2,2
324629,4/18/2023,2071453,Homa Bay County,Rangwe Sub-County,Kochia Ward,Kamenya (Kochia Ward) Sub-location,Nyangweso Village (Kamenya Sub-location),1,,,0,0,0,1,,,,2,,,,0,0,2,2,5,3,2,0,2,1
178370,04/12/2023,2030879,Homa Bay County,Ndhiwa Sub-County,Kologi Ward,Kajwang Sub-location,Sero A Village,1,,,0,0,1,0,,,,2,,,,0,1,2,2,3,2,1,1,2,1
10461,3/17/2023,1020325,Migory County,Awendo Sub-County,North Sakwa Ward,Kanyasrega Sub-location,Kinen Village,1,,,,,1,1,,,,2,,,,1,0,2,2,5,3,2,0,2,1
91263,3/17/2023,1060828,Migory County,Suna West Sub-County,Oruba Ragana Ward,Oruba Sub-location,Complex Village,1,,,,,0,0,,,,2,,,,0,0,4,4,4,3,3,0,2,0
41396,03/06/2023,1030464,Migory County,Nyatike Sub-County,Kanyasa Ward,Otati Sub-location,Nyodieny A Village,1,,,,,1,0,,,,1,,,,0,0,4,3,3,3,0,0,1,2
164123,04/12/2023,2020692,Homa Bay County,Homabay Township Sub-County,Arujo Ward,Arujo Sub-location,Ruga South Village,1,,,0,0,1,0,,,,2,,,,0,1,3,2,4,3,1,1,2,1
196053,04/12/2023,2030905,Homa Bay County,Ndhiwa Sub-County,North Kabuoch Ward,West Kachieng Sub-location,Achego Village (West Kachieng Sub-location),1,,,0,0,0,0,,,,0,,,,1,,2,2,,2,1,0,0,
257765,4/18/2023,2051195,Homa Bay County,Rachuonyo North Sub-County,Kendu Town Ward,upper kakwajuok Sub-location,Ramba Village (Upper Kakwajuok Sub-location),1,,,0,0,1,0,,,,1,,,,1,0,3,2,3,2,1,0,1,1
306076,04/12/2023,2061341,Homa Bay County,Rachuonyo South Sub-County,West Kasipul Ward,Kamiyawa B Sub-location,Kalanding A Village,1,,,0,0,0,0,,,,2,,,,1,0,4,3,2,1,2,0,2,0
36157,03/06/2023,1030534,Migory County,Nyatike Sub-County,Kaler Ward,Bande Sub-location,Aongedhiang' 'B2' Village,1,,,,,1,0,,,,2,,,,1,0,3,3,4,2,2,0,2,1
26896,03/06/2023,1030582,Migory County,Nyatike Sub-County,Got Kachola Ward,Aneko Sub-location,Miriwi/Mikei Village,1,,,,,0,0,,,,1,,,,0,1,3,2,2,2,2,1,1,0
155595,04/12/2023,2020699,Homa Bay County,Homabay Township Sub-County,Homabay Central Ward,Kalanya Kanyango Sub-location,Muche D Village,1,,,0,0,0,1,,,,2,,,,0,0,4,4,4,0,4,0,2,1
78867,3/17/2023,1050626,Migory County,Suna East Sub-County,Kwa Ward,Ogwedhi Sub-location,Ogwedhi A Village,1,,,,,0,0,,,,2,,,,0,0,1,1,3,1,2,0,2,0
226984,04/12/2023,2040962,Homa Bay County,Rachuonyo East Sub-County,Kabondo East Ward,Kowidi Sub-location (Kabondo East Ward,Kamollo A Village (Kowidi Sub-location),1,,,0,0,0,0,,,,2,,,,1,0,2,2,3,1,2,0,2,0
324552,4/18/2023,2071452,Homa Bay County,Rangwe Sub-County,Kochia Ward,Korayo Sub-location,Lower Kagola Village,1,,,0,0,0,0,,,,0,,,,0,,2,2,,1,1,0,0,
130451,03/06/2023,1070862,Migory County,Uriri Sub-County,South Kanyamkago Ward,Lwala Sub-location (South Kanyamkago Ward),Obwongo Village,1,,,,,0,0,,,,0,,,,1,,2,2,,3,2,0,0,
254666,4/18/2023,2051168,Homa Bay County,Rachuonyo North Sub-County,Central Karachuonyo Ward,Kamser A Sub-location,Alego B Village,1,,,0,0,0,0,,,,2,,,,1,0,2,2,4,2,2,0,2,0
273393,04/12/2023,2051146,Homa Bay County,Rachuonyo North Sub-County,Karachuonyo West Ward,Kayoo West Sub-location (Karachuonyo West Ward),Kotolo/Kamayo Village,0,,3. Funeral,0,2,,,,,,2,2,4,0,0,0,2,,4,,,,2,2
195944,04/12/2023,2030896,Homa Bay County,Ndhiwa Sub-County,North Kabuoch Ward,Kachwanya Sub-location,Ongeng A Village,1,,,0,0,0,0,,,,0,,,,0,,1,1,,2,0,0,0,
259345,04/12/2023,2051264,Homa Bay County,Rachuonyo North Sub-County,Karachuonyo North Ward,Koredo Sub-location,Miriango Village,1,,,0,0,0,0,,,,0,,,,0,,3,3,,3,2,0,0,
87816,03/06/2023,1060822,Migory County,Suna West Sub-County,Oruba Ragana Ward,Oruba Sub-location,Siany Nyamome Village,1,,,,,0,0,,,,1,,,,0,0,1,1,0,1,1,0,1,0
261240,4/18/2023,2051236,Homa Bay County,Rachuonyo North Sub-County,Karachuonyo North Ward,Wagwe South Sub-location,Kagai A Village,1,,,0,0,0,0,,,,2,,,,1,0,3,3,3,1,2,0,2,0
65952,03/06/2023,1050672,Migory County,Suna East Sub-County,Kakrao Ward,Nyamanga Sub-location,Sangla A Village (Nyamanga Sub-location),1,,,,,0,0,,,,2,,,,0,0,3,3,3,3,0,0,2,0
259654,4/18/2023,2051264,Homa Bay County,Rachuonyo North Sub-County,Karachuonyo North Ward,Koredo Sub-location,Nyanyongo A Village,1,,,0,0,0,0,,,,0,,,,0,,3,3,,2,3,0,0,
147360,03/06/2023,1070915,Migory County,Uriri Sub-County,West Kanyamkago Ward,Kajulu 2 Lower Sub-location,Kiwiro Village (Kajulu 2 Lower Sub-location),1,,,,,0,0,,,,0,,,,1,,1,1,,2,0,0,0,
160841,04/12/2023,2020657,Homa Bay County,Homabay Township Sub-County,Homabay East Ward,Komolo Sub-location,Dissi Village,1,,,0,0,0,0,,,,2,,,,1,0,6,6,4,2,2,0,2,0
126965,3/17/2023,1070941,Migory County,Uriri Sub-County,North Kanyamkago Ward,Kamgundho II Sub-location,Kasam Otieno B Village,1,,,,,2,0,,,,1,,,,1,0,2,2,2,4,2,0,1,2
275297,4/18/2023,2051157,Homa Bay County,Rachuonyo North Sub-County,Karachuonyo West Ward,Rabuor Sub-location,Kakelo Village (Rabuor Sub-location),1,,,0,0,0,0,,,,2,,,,0,0,3,3,6,3,3,0,2,0
306096,04/12/2023,2061343,Homa Bay County,Rachuonyo South Sub-County,West Kasipul Ward,Kamiyawa B Sub-location,Kalanding A Village,1,,,0,0,0,1,,,,3,,,,0,0,3,2,5,3,2,0,3,1
113876,3/17/2023,1070993,Migory County,Uriri Sub-County,Central Kanyamkago Ward,East Kawere Rateng Sub-location,Nyamilu Village,1,,,,,0,0,,,,1,,,,0,0,2,2,2,1,1,0,1,0
382596,04/12/2023,2030809,Homa Bay County,Ndhiwa Sub-County,Kologi Ward,Kachola Sub-location,Kochola Village (Kachola Sub-location),1,,,0,0,1,1,,,,2,,,,0,0,2,2,2,1,2,0,2,2
325942,04/12/2023,2071481,Homa Bay County,Rangwe Sub-County,West Gem Ward,Genga A Sub-location,Kalango Village,1,,,0,0,0,0,,,,1,,,,0,0,3,3,2,0,3,0,1,0
87591,03/06/2023,1060802,Migory County,Suna West Sub-County,Oruba Ragana Ward,Lower Marindi Sub-location,Osaka (Lower Marindi Sub-location),1,,,,,0,1,,,,2,,,,0,0,3,3,5,2,3,0,2,1
196094,04/12/2023,2030908,Homa Bay County,Ndhiwa Sub-County,North Kabuoch Ward,Unga Sub-location,Otigo Village,1,,,0,0,1,0,,,,2,,,,1,0,2,2,4,5,1,0,2,1
289682,04/12/2023,2061413,Homa Bay County,Rachuonyo South Sub-County,East Kamagak Ward,Obisa Sub-location,Kochieng Obisa Village,1,,,0,0,0,1,,,,0,,,,0,,2,2,,1,2,0,0,
104354,03/06/2023,1060722,Migory County,Suna West Sub-County,Wiga Ward,God Kwer Sub-location,Magacha A Village,1,,,,,0,0,,,,0,,,,1,,8,5,,0,8,0,0,
329159,4/18/2023,2071495,Homa Bay County,Rangwe Sub-County,West Gem Ward,Genga A Sub-location,Miranga Village (Genga Sub-location),1,,,0,0,0,0,,,,1,,,,0,0,3,3,3,1,2,0,1,0
372450,04/12/2023,2030795,Homa Bay County,Ndhiwa Sub-County,North Kabuoch Ward,Karading Sub-location,Wirakuom Village,1,,,0,0,1,1,,,,1,,,,0,0,2,2,5,3,2,0,1,2
78675,3/17/2023,1050638,Migory County,Suna East Sub-County,Kwa Ward,Onguo Sub-location,Mitangwe Village,0,,6. Other,0,0,,,,,,3,4,3,0,0,0,3,,7,,,,3,0
370232,04/12/2023,2030946,Homa Bay County,Ndhiwa Sub-County,South Kabuoch Ward,Kobita  Sub-location,Ywari Village,1,,,0,0,0,0,,,,1,,,,0,0,1,1,2,1,1,0,1,0
142752,3/17/2023,1070870,Migory County,Uriri Sub-County,West Kanyamkago Ward,Kajulu 1B Sub-location,Kodero Village (Kajulu 1b Sub-location),0,,2. Locked,0,0,,,,,,0,0,4,0,0,,9,,,,,,0,
298043,04/12/2023,2061322,Homa Bay County,Rachuonyo South Sub-County,South Kasipul Ward,Kotieno Kochich Sub-location,Kanyabunde Village,1,,,0,0,0,0,,,,1,,,,0,0,1,1,1,2,0,0,1,0
279181,04/12/2023,2061308,Homa Bay County,Rachuonyo South Sub-County,Central Kasipul Ward,North Kachien Sub-location,Nduga Village,1,,,0,0,0,0,,,,1,,,,0,0,3,2,1,1,3,0,1,0
6347,03/06/2023,1020331,Migory County,Awendo Sub-County,North Sakwa Ward,East Kakmasia Sub-location,Kibabu Village,1,,,,,0,0,,,,1,,,,0,1,2,2,3,2,1,1,1,0
233368,04/12/2023,2041023,Homa Bay County,Rachuonyo East Sub-County,Kabondo East Ward,Miriu Sub-location,Kakolo Village,1,,,0,0,0,1,,,,2,,,,1,0,3,2,5,4,1,0,2,1
313892,04/12/2023,2071510,Homa Bay County,Rangwe Sub-County,East Gem Ward,Kotieno Sub-location,Atili Village,1,,,0,0,1,0,,,,1,,,,0,0,3,3,3,2,1,0,1,1
130347,03/06/2023,1070851,Migory County,Uriri Sub-County,South Kanyamkago Ward,Kamsaki Sub-location,Korondo B Village,1,,,,,0,0,,,,0,,,,0,,2,2,,0,1,0,0,
147038,03/06/2023,1070905,Migory County,Uriri Sub-County,West Kanyamkago Ward,Kajulu 2 Upper Sub-location,Dunga I Village,1,,,,,0,0,,,,3,,,,0,1,4,4,6,2,4,0,3,0
267317,04/12/2023,2051113,Homa Bay County,Rachuonyo North Sub-County,Wangchieng Ward,Kajiei Sub-location,Lower Kanyangwena Village,0,,5. Missed spray appointment,0,0,,,,,,1,2,1,0,0,0,3,,2,,,,1,0
99167,03/06/2023,1060772,Migory County,Suna West Sub-County,Wasweta 2 Ward,Nyamilu sub location,Ramoya C Village (Nyamilu sub location),1,,,,,0,1,,,,2,,,,1,0,3,3,5,2,3,0,2,1
214661,04/12/2023,2040990,Homa Bay County,Rachuonyo East Sub-County,Kokwanyo Kakelo Ward,Kokwanyo East Sub-location,Bunde Village,1,,,0,0,0,2,,,,2,,,,0,0,2,2,4,1,3,0,2,2
298080,04/12/2023,2061318,Homa Bay County,Rachuonyo South Sub-County,South Kasipul Ward,Kotieno Kochich Sub-location,Kanyabunde Village,1,,,0,0,0,0,,,,0,,,,0,,1,1,,4,1,0,0,
33600,03/06/2023,1030489,Migory County,Nyatike Sub-County,Kachieng Ward,Raga Sub-location,Kanyodieny B Village,1,,,,,1,0,,,,2,,,,0,1,3,3,7,4,3,1,2,1
225450,04/12/2023,2041073,Homa Bay County,Rachuonyo East Sub-County,Kabondo West Ward,Kasewe A Sub-location,Kitare B Village,0,,3. Funeral,1,0,,,,,,0,3,3,0,0,,2,,,,,,0,
279160,04/12/2023,2061281,Homa Bay County,Rachuonyo South Sub-County,Central Kasipul Ward,Nyalenda West Sub-location,Kabok A Village,1,,,0,0,0,0,,,,1,,,,0,0,5,2,2,4,0,0,1,0
23911,3/17/2023,1020419,Migory County,Awendo Sub-County,West Sakwa Ward,South Kanyamgony Sub-location,Got Lee Village (South Kanyamgony Sub-location),1,,,,,0,0,,,,2,,,,1,0,3,3,5,3,2,0,2,0
121713,03/06/2023,1070940,Migory County,Uriri Sub-County,North Kanyamkago Ward,Kamgundho II Sub-location,Obuongo Twagi Village,1,,,,,0,0,,,,2,,,,1,0,4,4,4,2,2,0,2,0
23801,3/17/2023,1020392,Migory County,Awendo Sub-County,West Sakwa Ward,Opoya Sub-location,Kabuora Village,1,,,,,0,0,,,,0,,,,0,,2,2,,3,3,0,0,
119502,3/17/2023,1070964,Migory County,Uriri Sub-County,East Kanyamkago Ward,Arambe Sub-location,Arambe A Village,1,,,,,0,0,,,,1,,,,0,1,4,3,2,1,3,1,1,0
279340,04/12/2023,2061297,Homa Bay County,Rachuonyo South Sub-County,Central Kasipul Ward,North Kachien Sub-location,Kaluoch Village (North Kachien Sub-location),1,,,0,0,0,0,,,,2,,,,1,0,4,4,4,3,1,0,2,0
147100,03/06/2023,1070886,Migory County,Uriri Sub-County,West Kanyamkago Ward,Upper Kajulu 1 Sub-location,Nyabinga II Village(Upper Kajulu 1 Sub-location),0,,5. Missed spray appointment,1,1,,,,,,1,4,3,0,0,0,3,,3,,,,1,1
320774,4/18/2023,2071463,Homa Bay County,Rangwe Sub-County,Kochia Ward,Korayo Sub-location,Upper Kawuor Village (Korayo Sub-location),1,,,0,0,0,0,,,,3,,,,0,0,1,1,0,2,3,0,3,0
181227,04/12/2023,2030844,Homa Bay County,Ndhiwa Sub-County,Kosewe Ward,Upper Kayambo Sub-location,Ambuara Village,1,,,0,0,1,0,,,,1,,,,0,0,3,3,3,1,2,0,1,1
147117,03/06/2023,1070890,Migory County,Uriri Sub-County,West Kanyamkago Ward,Lower Kajulu 1 Sub-location,Got Korwa Village (Lower Kajulu 1 Sub-location),1,,,,,0,0,,,,0,,,,0,,2,2,,7,0,0,0,
172719,04/12/2023,2101574,Homa Bay County,Suba Central Sub-County,Mfangano Ward,Soklo North Sub-location,Lwala Village (Soklo North Sub-location),1,,,0,0,0,0,,,,4,,,,0,0,3,2,6,2,4,0,4,0
269386,4/18/2023,2051129,Homa Bay County,Rachuonyo North Sub-County,Wangchieng Ward,Kobuya west Sub-location,Kabonyo Upper Village (Kobuya West Sub-location),1,,,0,0,0,0,,,,1,,,,1,0,3,3,2,1,1,0,1,0
329163,4/18/2023,2071495,Homa Bay County,Rangwe Sub-County,West Gem Ward,Genga A Sub-location,Miranga Village (Genga Sub-location),1,,,0,0,0,0,,,,3,,,,0,0,4,4,4,2,2,0,3,0
26842,03/06/2023,1030574,Migory County,Nyatike Sub-County,Got Kachola Ward,Aneko Sub-location,Duka Village,1,,,,,0,1,,,,2,,,,0,0,4,4,4,2,4,0,2,1
66033,03/06/2023,1050652,Migory County,Suna East Sub-County,Kakrao Ward,Anjego Sub-location,Mwache C Village,1,,,,,0,0,,,,2,,,,0,0,2,2,1,0,1,0,2,0
164100,04/12/2023,2020687,Homa Bay County,Homabay Township Sub-County,Arujo Ward,Arujo Sub-location,Ruga South Village,1,,,0,0,0,0,,,,0,,,,0,,2,2,,2,2,0,0,
49661,03/06/2023,1030564,Migory County,Nyatike Sub-County,Muhuru Ward,Ibencho Sub-location,Ibencho A Village,1,,,,,1,0,,,,2,,,,1,0,3,3,3,2,1,0,2,1
10666,3/17/2023,1020335,Migory County,Awendo Sub-County,North Sakwa Ward,Kwoyo Kodalo  Sub-location,Kauma Village (Kwoyo Kodalo Sub-location),1,,,,,1,0,,,,1,,,,0,0,4,4,3,2,1,0,1,1
324460,4/18/2023,2071452,Homa Bay County,Rangwe Sub-County,Kochia Ward,Korayo Sub-location,Lower Kagola Village,1,,,0,0,0,0,,,,0,,,,0,,2,2,,0,1,0,0,
266633,4/18/2023,2051271,Homa Bay County,Rachuonyo North Sub-County,Karachuonyo North Ward,Koredo Sub-location,Nyanyongo A Village,1,,,0,0,1,0,,,,1,,,,0,0,2,2,3,2,1,0,1,1
222170,04/12/2023,2041086,Homa Bay County,Rachuonyo East Sub-County,Kojwach Ward,Kamuga (Kojwach Ward) Sub-location,Pundo Village (Kamuga Sub-location),1,,,0,0,0,0,,,,1,,,,1,0,3,3,2,1,1,0,1,0
252611,04/12/2023,2051179,Homa Bay County,Rachuonyo North Sub-County,Kendu Town Ward,Kanyadhiang Sub-location,Gul Village,1,,,0,0,0,0,,,,2,,,,0,0,2,2,5,2,3,0,2,0
81437,03/06/2023,1050610,Migory County,Suna East Sub-County,Suna Central Ward,Mapera Sub-location,Mapera Koken'go Village,1,,,,,0,0,,,,4,,,,1,0,2,2,4,1,3,0,4,0
181078,04/12/2023,2030834,Homa Bay County,Ndhiwa Sub-County,Kosewe Ward,Upper Kayambo Sub-location,Ndisi C Village,1,,,0,0,0,0,,,,0,,,,0,,3,1,,2,1,0,0,
104433,03/06/2023,1060728,Migory County,Suna West Sub-County,Wiga Ward,Wiga Sub-location,Otang Yao Village,1,,,,,0,0,,,,0,,,,0,,1,1,,1,0,0,0,
249640,4/18/2023,2051109,Homa Bay County,Rachuonyo North Sub-County,Kanyaluo Ward,Kamenya North Sub-location,Oyombe A Village (Kamenya North Sub-location),1,,,0,0,0,0,,,,0,,,,0,,3,3,,2,1,0,0,
266375,04/12/2023,2051273,Homa Bay County,Rachuonyo North Sub-County,Karachuonyo North Ward,Koredo Sub-location,Miriango Village,1,,,0,0,0,0,,,,1,,,,0,0,4,2,2,2,0,0,1,0
126599,3/17/2023,1070946,Migory County,Uriri Sub-County,North Kanyamkago Ward,Kamgundho I Sub-location,Kadede Village (Kamgundho 1 Sub-location),1,,,,,0,0,,,,2,,,,0,0,2,1,3,2,1,0,2,0
227088,04/12/2023,2040968,Homa Bay County,Rachuonyo East Sub-County,Kabondo West Ward,Koloo Sub-location,Asego Village (Koloo Sub-location),1,,,0,0,0,1,,,,2,,,,1,0,2,2,3,2,3,0,2,1
320797,4/18/2023,2071461,Homa Bay County,Rangwe Sub-County,Kochia Ward,Korayo Sub-location,Upper Kawuor Village (Korayo Sub-location),1,,,0,0,0,0,,,,1,,,,0,0,1,1,1,0,1,0,1,0
382458,04/12/2023,2030799,Homa Bay County,Ndhiwa Sub-County,Kologi Ward,Kachola Sub-location,Kochieng Village (Kachola Sub-location),1,,,0,0,0,2,,,,2,,,,0,2,2,2,4,2,2,2,2,2
154699,04/12/2023,2020705,Homa Bay County,Homabay Township Sub-County,Homabay Central Ward,Kalanya Kanyango Sub-location,Ojunge A Village,1,,,0,0,0,2,,,,2,,,,0,1,3,3,6,2,4,1,2,2
249731,4/18/2023,2052117,Homa Bay County,Rachuonyo North Sub-County,Kanyaluo Ward,Kamenya North Sub-location,Oyombe C Village (Kamenya North Sub-location),1,,,0,0,0,0,,,,1,,,,1,0,3,3,1,0,1,0,1,0
329147,4/18/2023,2071494,Homa Bay County,Rangwe Sub-County,West Gem Ward,Genga A Sub-location,Miranga Village (Genga Sub-location),1,,,0,0,0,1,,,,2,,,,0,1,2,2,4,1,2,1,2,2
257658,4/18/2023,2051174,Homa Bay County,Rachuonyo North Sub-County,Central Karachuonyo Ward,Kamser A Sub-location,Nyagoa C Village,1,,,0,0,1,0,,,,2,,,,0,0,3,3,4,3,1,0,2,1
254584,4/18/2023,2051193,Homa Bay County,Rachuonyo North Sub-County,Kendu Town Ward,upper kakwajuok Sub-location,Ramba Village (Upper Kakwajuok Sub-location),1,,,0,0,0,0,,,,2,,,,0,0,3,3,2,0,2,0,2,0
279185,04/12/2023,2061304,Homa Bay County,Rachuonyo South Sub-County,Central Kasipul Ward,North Kachien Sub-location,Nduga Village,1,,,0,0,0,2,,,,2,,,,1,0,4,4,2,5,4,0,2,2
227014,04/12/2023,2040967,Homa Bay County,Rachuonyo East Sub-County,Kabondo East Ward,Kowidi Sub-location (Kabondo East Ward,Kamollo A Village (Kowidi Sub-location),1,,,0,0,2,1,,,,3,,,,0,0,3,2,8,8,1,0,3,3
243571,04/12/2023,2051225,Homa Bay County,Rachuonyo North Sub-County,Kibiri Ward,Kawadggone Sub-location,Adhiambo Village,1,,,0,0,0,0,,,,1,,,,1,0,2,2,1,0,1,0,1,0
87861,03/06/2023,1060830,Migory County,Suna West Sub-County,Oruba Ragana Ward,Oruba Sub-location,Nyamome Village (Oruba Sub-location),1,,,,,0,0,,,,2,,,,1,0,3,3,4,3,1,0,2,0
216715,04/12/2023,2041005,Homa Bay County,Rachuonyo East Sub-County,Kokwanyo Kakelo Ward,Kakelo Dudi B Sub-location,Matabore B Village,1,,,0,0,0,0,,,,2,,,,1,0,7,5,2,2,0,0,2,0
181248,04/12/2023,2030845,Homa Bay County,Ndhiwa Sub-County,Kosewe Ward,Upper Kayambo Sub-location,Ambuara Village,1,,,0,0,0,1,,,,1,,,,1,0,2,2,3,1,5,0,1,1
243476,04/12/2023,2051212,Homa Bay County,Rachuonyo North Sub-County,Kibiri Ward,Kowili Sub-location (Rachuonyo North Ward),Kokendo A & B Village,1,,,0,0,0,0,,,,2,,,,0,0,2,2,3,3,1,0,2,0
372409,04/12/2023,2030788,Homa Bay County,Ndhiwa Sub-County,North Kabuoch Ward,Konyango East Sub-location,Aluor Village (Konyango East Sub-location),1,,,0,0,0,0,,,,1,,,,0,0,2,1,2,3,2,0,1,0
248663,04/12/2023,2051098,Homa Bay County,Rachuonyo North Sub-County,Kanyaluo Ward,Kowuor East Sub-location,Dago Village (Kowuor East Sub-location),1,,,0,0,1,0,,,,2,,,,0,0,2,2,8,6,2,0,2,2
243624,04/12/2023,2051231,Homa Bay County,Rachuonyo North Sub-County,Kibiri Ward,Kawadggone Sub-location,Adhiambo Village,1,,,0,0,0,0,,,,2,,,,0,0,3,3,4,2,3,0,2,0
66176,03/06/2023,1050660,Migory County,Suna East Sub-County,Kakrao Ward,Lower Kakrao Sub-location,Tingna B Village,1,,,,,0,0,,,,1,,,,0,0,5,1,0,3,2,0,1,0
